text,label
"Ir a la primera higiene del día, que se rompa la ducha y acabar duchado, empiezo bien el jueves! #Ironia 🤦🏼‍♂️🤦🏼‍♂️",0
@marcenl Tú has de temer por tu vida pero yo? Nomás estoy pensando en los que están atrapados o se quedaron sin nada ,1
se me movía la mesa y la silla POR EL RECITAL DE LA RENGA ,1
Me hubiese encantado salir con mis amigos pero me tengo que levantar temprano para trabajar. 😢,0
¿Y por eso es que uno traga humo? Lamentable...,0
"« me encuentro al supuesto tío y le digo si es suficiente ya. Y el tío se raya, y yo me enfado, hasta que descubro que ese es su gemelo. »",0
Si alguien me habla no me enojo eeeh,1
@SChecoPerez @HawkersMX Que vergüenza que sean de mi tierra 😠 os pido perdón por la ofensa mexicanos!!,0
"@todonoticias #ELJUEGOLIMPIO Es muy difrente pasar necesidades viendo que ls kmbios estan llgando, q pasarls mirando l oscuridad!!☺☺😊😊",1
Tembló y duro! #caracas #temblor ,0
"Sospecho de Loulogio con una oreo envenenada, en la sala de juegos de Christian Gray",1
"El suicidio de Chester (y otros más) es un foco rojo, la depresión existe shiabotz..y muy cabrona.",0
Desvelada pero cagá de la risa con las cuentas #Fake 😂,1
No me canso de ver los videos ,1
Atomizan en snap con el cosito ese😤,1
@kastymza ¡Feliz día!,1
"@MalejaRg_18 Las amo, #Familia #Felicidad 😍❤️💏🦁",1
"@DrefanHardy X cierto,se te ha pasado ya el disgusto x lo d Halep???",1
@nataliavolosin @omarlavieri Si! Horrible.,0
"Sonrie, siempre sonrie, porquehmas t.iste que tu sonrisa triste es la tristeza de no saber sonreir.",1
Aún estoy envenenada de ti,1
Que tu barriga te recuerde que hoy no cenaste no es agradable...,0
Seguro no. Ramen debe ser agradable y por eso lo escondes.,1
Quien es ese actor porno salido de la carcel interpretando a yamcha? ,1
Yo con el celular de los demás soy un peligro.🙄😂,1
@randymeeks @VidaModernaOML VOY A PLASMARLO POR AQUÍ (y en mayúsculas) PARA QUE SE NOTE MI ENFADO,0
@eldelteto JAJAJAJAJA Aplástate ahí. #Melocotonazo ,1
Pobre el pibe que va ser novio mío en el futuro... Será maltratado verbal y físicamente  ,1
Esas personas que no tienen Bitmoji en snap como que desentonan ,0
"Lo que me gusta de Francis (House of Cards), es que el no miente por presentarse tan cual es, es un ser terrible y lo disfruta.",1
🍹🌴 Sos lindo y de belgrano asi que me caes bien ,1
lo de chester me tiene deprimido bro :(,0
La tristeza es más común que la felicidad  ragnar lothbrock,0
"me quieren hacer molestar pero soy una persona muy divertida, a los 20 deje los problemas de ira",1
Tengo dos trabajos y no me alcanza para vivir 😂,1
@dontfuckburrito faltan 5 minutos acá para que sean las 12 asi que aun estoy a tiempo ¡Feliz cumpleaños! que los dioses no te jodan la vida💕,1
Siento mucha satisfacción ver a Diana y a Nestor tan felices 💙,1
Estaba más que aburrida y le escribí a mi ex ligue y me bloqueó de TODO. Le agradezco que nunca fuimos algo.,0
Se que con el comeback voy a llorar como magdalena,0
"El problema de que chavales de 2°ESO duerman solo 7 horas al día y estén con el móvil 3 es del sistema educativo. Ayuda, Pedagogías! #Ironía",0
mentira soy yo ,0
He soñado que me cruzaba con @Izhan_go y @Stoneismynamee por la calle y hablabamos un rato. Ojalá pase pronto ,1
Prefiero que me hagan ko pero buscar la pelea a estar corriendo #mcgregor ,0
No puedo estar tan cansado 😩,0
@StonerFPC @AmericadeCali JAJAJAJAJAJAJAJAJA TREMENDO TUITAZO,1
Creo que me gusta que me ignoren por eso será que cuando me dan bola ya pierdo el interés en esa persona ,0
Mañana Fran arranca de nuevo a laburar y con Tobi ya lo empezamos a extrañar. ,0
@AWE0NA0Y00NGI   ESTA TIPA ME DEFINE EN TO' SUS TWEETS. ¿CÓMO LO HACI'? ,0
"@CCshitsu Si claro Amor...solo quiero espantar a los chicos, que quieran algo conmigo",1
No me sigue nadie mal ahi ,0
Cotto va saliendo por el túnel y mira constantemente hacia atrás a ver si Kamegai no viene cuadrao' pa enmaci. ,1
"@hampeon Me refería a tu boca. Lávatela con jabón, a ver si así dejas de insultar gratuitamente.",0
Bien dicen reír de último reír mejor. Sinónimo de ese mejor es reír jocoso y con tranquilidad.. total.,1
Dejará algún día ser un laburo buscar laburo #Ithinking #Frasespreocupantes #controversial #ironia #lavidaesasi,0
Estaba muy emocionada por hacer fiesta de despedida y todo ese show pero la neta ya lo único que quiero es irme alv,1
"No quiero cerrar estas heridas no quiero curarme de ayer, prefiero llorarte de alegría 🙏🏼🌼✨",1
Hdp desconectensen del Wifi ,0
"Chiks pls, no es gracioso que se hagan pasar por Sebastián justo ahora   #SebastianVillalobos #PDCs #SaakTrendy #KCAMexico",0
"@chxlemr No es un insulto, es lo que SOS, GARCA, PUTO. Al menos viniste, chau, ortiba, ya me vas a buscar.",0
@_zxphyr Al menos no me hago el gracioso cuando no lo soy. No lo eres Zép. No lo eres.,0
"Yyy se enojo, como siempre.  La entiendo.  Si, ya se, siempre la cago🤦",0
@RaybanUnderlord ¡Heterosexual! 👉 (Ya tienes otro insulto que meter),0
Eres la mujer que se la vive haciendome sonreír,1
Neta que ya no quiero decir malas palabras ,0
"""Spotlight"" - Iglesia, pederastia, abusos, investigación, periodismo, ética, religión, poder...muy recomendable #asco #rabia #vergüenza",0
@Fer__Stl Justo el día que se metió con un camión no estaba él. Es genial.,1
"@M4X1BYM @ElKevinBellaco @AlocPlays @lawleeex @Taguz_ Jajajajajaja tomatela, tremenda poronga tengo",1
Tenemos que olvidar un pasado que pesa y pisa. Y sonreír a vidas mejores.,1
estoy hablando con jara de las bandas con las que crecimos y me agarra una nostalgia,0
Sofía amargada tiene sentimientos,0
"@findxjoy @draxler_leon NADA QUÉ, ¿POR QUÉ TE HACEN OJITOS? *INDIGNADA*",0
@Smgc__ Jajaja quiero salir de esta cueva ya ,1
"@RealGDT bellismo trailer, una vez más sorprendiendonos querido Guillermo, gracias por llenar nuestros corazones de esa agradable oscuridad.",1
@CattaCarp igual.....es lindo meter la pata y q se enojen ..... Jajajajajaja es una satisfacción,1
Mañana es lunes y yo me desvelo pura estupida ,0
"LA si no me equivoco somos socias, tremenda diosa",1
Q susto ... 😖😖😖,0
—Agarró a Cain de la espalda y el abdomen para que no se moviera más.—  ¿Nada grave? Ah. . . Estas sangrando de nuevo claro que es grave.,0
"Que tristeza que haya ciertos ""hinchas"" dedicados sistemáticamente a criticar absolutamente CUALQUIER jugador que traiga la dirigencia.",0
Fue alto día y saber que mañana llegan mis abuelos hace que lo termine mejor. Me explota el corazón de felicidad y ganas de verlos❤,1
"Vi la pelea del grupo y no paro de pensar en bianca, ojalá no se suicide",0
"@AlejandroFranco hoy, tu programa me deja nostálgica y con un sentimiento atorado en la garganta. Yo crecí con su música. Lamentable.",0
"Maldito smirnoff , Aurora será ",0
"entro en pánico en situaciones en las que no se que decir, real. y muchas veces si me quedo callada es peor pero es que uugh no se hablar",0
Lo bueno es que Dios no cumple caprichos 😅,1
"""Hija, pues qué disgusto, pero el retrasado de la serie se parece a tu ex"". Mamá y la sinceridad estival.",0
Que sujeto agradable mi madre,1
"Usted afirma ANC traerá paz y prosperidad. Yo pienso resultará en dictadura, miseria, bloqueo económico, represión, humillación y Migracion.",0
@AlanFrankenteen Jajajaja pensé que ya te habían agregado. Ya les volví a decir ,1
@HaterGH Ahora me enfado y no respiro! Patética!!!!,0
@As_TomasRoncero @cristobalsoria @VitoloMachin @theo3_theo Rabioso estaras tu sin cojer un duro pot James y reforzar a un rival el bayerm,0
Ayer en una juntada con amigos en un momento todos nos pusimos a hablar de series. Las series unen mas ahre ,1
@ClaudiaFloresGz @SofiaGarzaCdo @LAMNM99 JAJAJAJAJAJ iia ,1
"@KevenYHensy Yo estaría muy orgullosa si fueras mi hijo, pero no eres mi novio, y estoy muy orgullosa de lo que mi novio esta logrando.😏💙",1
Por si querías saber todavía te stalkeo jejeje ,1
"El camino de ma felicidad, es ta verdad.",1
"Que pereza madrugar para llevar la matrícula, me pierdo algunos partidos y el de Fnatic ",0
@Valenncabral No hay duda de que en otra vida fuimos una misma persona. ,1
Dentro de 3 años se me va el enojo 🤗😊,1
@psijotik En serio? Awwwww,1
"@ForeverYoungMGT @antena3com De la suerte, no de los cojones. A ver si nos aprendemos los nombres 😂😂😂😂😂 #ironía",1
Veo mucha gente haciendo papelon. #rabia #LlegaGH,0
Dichosas las niñas que no tienen las axilas negras jajaja 😟,1
@lilymyidol con suerte salen fotos de él con fans pero TAYLOR WE WANT TO SEE YOU! a veces desearía que no fuera tan tímido ,1
#A5días1OctARV Que incisiva entrevista de Ferreras a la señora Gabriel. La tiene acorralada. #Asco #Ironía,0
Me siento como cuando me quede en circuitos I ! #triste,0
@CerenDarwin A pesar de haber perdido me siento orgulloso de ustedes sudaron la camiceta de mi selecta asi no duele perder,1
Porque buscando tu sonrisa estaría toda mi vida.,1
Tengo demasiado cansancio 😣,0
Pasta flora jajajajajaj  ,1
"Kris no para de refregarme que hoy sale, q agradable sujeto",1
"@izquierdowski Podría estar de acuerdo. Pero Miguel España a pesar de ser Puma era parte del equipo mas sólido de Santos, el de 96",1
@sandrals781 @Je_senpai @SEXYKukury @Haru_kun01 @jesusAG48 @Izaak_77 @KhrizSempaii Nooo enserio joder es el mejor tono de alarma sandra,1
Estoy re entretenida dibujando JAJAJA  #SebastiánVillalobos #PDCs #SaakTrendy #KCAMEXICO,1
"@DeniseDresserG @EPN Eso estaría genial, pero mejor hay que hacerlo cuando salga de gira a otro país.",1
"Jodida y hundida, todo a la vez.",0
"Mi mamá ve tutoriales de youtube para pasar los niveles del ""Pest Rescue Saga"" de FB, que agradable señora",1
sueño con que todo esto sea algo que yo me haya imaginado y exagerado y al final no sea tan grave pero SEGURO LO ES quiero un abrazo,1
"Aún sigo sin creerlo, que lamentable noticia😞 #LinkinPark #RIPChesterBennington",0
"Cuando me enojo mucho pienso ""que bueno que todavía no subi ninguna foto! No tengo que borrar nada""",0
"Estaba hiper concentrada mirando final de PPL y papa me vino a asustar, juro que grite para todo el barrio y sigo asustadaaaaaa",0
Te extraño tanto mi pelu   Esperaba que jugaras con mi beba como yo lo hice con vos ,1
en serio les sigue pareciendo gracioso lo de icardi y maxi lopez?,1
"Ojo, entiendo la preocupación y que realmente hay pibas que no vuelven. Pero justamente por eso hay que ser responsables con lo que rulamos",0
ahora es cuando entiendo por qué la mayoría de artistas dicen que tw es super tóxico y han abandonado sus cuentas,0
@1952md ¡Feliz día!,1
@xYoung_Hale Porque te has enfadado conmigo...,0
@deboluri Yo toy aburrido hoy no el finde,0
"555 sos tremendo gil,  te ganaste mi confianza",1
@DebRyanShow #Rayito yo lo quiero o mando a un matón a que te de en la medre,0
Resentido lo conoces?,0
Me vino tremendo bajón de la nada,0
@Susysaurus @Angela_ChefMX Cierto 😃,1
Tengo una intuición de la puta madre #miedo,0
"@querespostre No, Ale. Pero déjalo así... Gracias por tu preocupación 😘",1
#Rabia por el contraste brutal entre la entrega al 100% de la población civil y el cinismo e inmovilidad de la clase política #FuerzaMexco.,0
"No puede haber un canal exclusivo donde pasen todo el día deportes? No es mucho pedir, cansada estoy de perderme partidos ",0
"Las mujeres podemos diferenciar miles de tonos en labiales, pero no podemos diferenciar a un patán de un hombre que valga la pena. #ironico",0
Porque a mi no mE PASAN ESAS COSAS ,0
Mi corrector un genio se merece un aplauso,1
Flipando con la historia de @ManuelBartual. Es para cagarse de miedo. @cesardelalamo aquí tienes tela para una peli de miedo ,0
@Nicolas45952371 Estas aburrido?😂,1
[7/12 04:04 AM] Lore😍: Inventa algo para pasarle cap😂 pq se enojo😂 [7/12 04:06 AM] La Mas Puta: Lore mañana te paso a buscar no te olvides😒,0
@BaezAlexis2 Cobarde pega jugadores,0
"@chicaacocodrilo Porque no me dices que si, y después que no y con esas cervezas no se juega",0
que ladilla estar amargada y deprimida,0
"Vivir una aventura más por cobardía en un mar de dudas como un cielo oscuro sin lugar seguro, sin un beso puro.",0
¿Jugamos x 3 mds  sorpresa?,1
Qué dicha y tiene su novio al tenerla a su lado...,1
"El día del amigo es como la navidad y año nuevo, todos se aman sólo porque es un día festivo 😷",0
◉🔚#SiguemeYTeSigo 🕪◉  🔛 Dale Rt 🔛 Sigue todos los Rt 🔛 Activa mis notificaciones  ◉🔚#LunesDeGanarSeguidores  ◉🔚#feliz lunes ◉🔚#Rt,1
"Si te dije feliz dia es por que sos importante y en serio estoy feliz de tenerte en mu vida,amigo no se le dice a cualquiera🤷🏼‍♀️",1
Fav y te insulto,0
@gastonn012341 Este tw siento que es por mi...... no fue gracioso,0
Alguien que tenga un disfraz de Alicia del país de las maravillas??  Por favor!: me siento optimista,1
"@Deny_hh Los cojones, me voy a dormir que ya me he amargado 😂",0
"Yo puedo estar muy ofendida, triste o enferma, pero veo a mi amor y automáticamente sonrio jaja🙈🙊.",1
@el_dinamo Jajajajajaja tremendo organo reproductor masculino en el globo ocular..... Asi esta bien aplicado @PipeExt ??,1
No tengas miedo de perder a quien no se siente afortunado de tenerte.,1
"#DeColombiaMeGusta sentirme orgulloso de haber nacido aquí, y que mi corazón lata super rápido cuándo suena el Himno Nacional.",1
"SE PUSO LA ROLA DE TRAGOS DE AMARGO LICOR, NECESITO CANTARLA EN VOZ ALTA",0
Mi papá bajo a la cocina a hablar con mi hermana y mi mamá estaba enojada pero nos quedamos arriba echando chisme y terminamos riendo.,1
Me contaron algo que no le puedo contar a NADIE y mi ansiedad necesita contarselo a al menos una persona,1
@rrocontr Pero porque cual es tanto tu enojo?,1
@PenaPenardz Claro que no está súper chistoso 😂,1
"Por un momento pensé que era jueves y llegaba a clase, una alegria que sea miércoles y si que me de tiempo a ir...#IRONÍA.  😊🔫",1
@LeandroLeunis Un aplauso para los enviados de la RAE a corregir en Twitter 😂😂😂,1
Cada cosa que le digo se me caga de risa 😑,1
Por que no se mete los mg en el culo ,0
Te das cuenta que vale la pena cuando te llama en la madrugada borracho diciendo que te ama ,1
"Todos los amigos le van a mandar mensajes porque todos lo amamos, me pone contenta, pero me va a responder tipo 10 de la noche a mi...",1
@ImBroLyK @ImQuantiCoo__93 Il pue la merde ,0
"Casual, estás esperando a que te saquen la muela y el niño que está adentro grita como si lo estuvieran matando.¡Qué ánimos! #Miedo #nervios",0
"Al principio estaba tentado, Ahora estoy envenenado",0
@PabloLayus es verdad al otro dia ya sabes lo q pasa se perdió la sorpresa,0
@carlostorresrob #ironico pero es cierto. Promueven la Muerte vendiendola hasta por carteles. #LasVegas,0
El pibe que usas esta re bueno toy on fire;)) ahre hablamos aveces aunque sos re colgado y sos tremendo marmota ahre,1
Que lindo cuando sobra el pan y la droga jaja el money hasta ahi y las mujeres... ,1
"A esa weona sí que no la soporto, como que la veo de lejos y me dan ganas de reventarle la cabeza en el piso de lo desagradable que es",0
Juro que para mis 20 va a haber mucho alcohol y un castillo inflable ,1
"-Y es el que lo llevará al ultra? -No amor lo acaba de conocer.. Ayer xD -Es en serio?! -Jajaja amor entiendelo, esta soltero... Y es kbro ",1
Me voy a dormir bien feliz por qué hable contigo por teléfono ,1
@KevenYHensy Estoy super orgullosa de ustede😘👍😭👌,1
Tan divertido es ignorarme? Para hacerlo yo también 😆,1
"Se que tienes un nuevo amor, sin embargo te deseo lo mejor. Si en mi no encontraste felicidad, tal vez alguien más te la dará🎶🍷",1
"Soy tímida al principio,  pero cuando entro en confianza,  probablemente pienses que estoy LOCA!!!! 😉😜✌",1
@magalopezl @chrisfeaterick Que violencia ,0
Unas ganas de llorar tengo 😔,0
"@mcdlr13 Eh, cuidao, que dos yoyas a tiempo te solucionan la vida... 😂😂😂😂 #ironía",1
"Le grité ""Falsa"" y ella me respondió ""dímelo en la cara"" Y yo le respondí  ""en cual de las dos"" #Sarcasmo",0
Era mi alegría,1
"A VECES POSTA ES TAN BEBÉ TIERNO RIÉNDOSE TAN ALEGREMENTE, LO QUIERO ABRAZAR MUCHO",1
"@BurgosChochy Bueno dale monurdoooo, el que te viene a buscar entra y te despierta?,  hace ese servicio tambien monooo? ",1
"El lugar que se tiene en el corazón de otro se gana, no se pelea.",1
Qué infeliz este chabon dios,0
@HumoEscarlata Hoy el partido lo perdió todo el DT con ese planteamiento romántico,0
"@babythin Si tan divertido que es hacer dramas, aunque lo manden a uno a la mierda 😔😔 pero que rico  ",1
"@polloxhs Era como cuando retan al hermano chico y está como ""y como no le decí eso a mi hermano!!!1!1!"" culiao insoportablemente hueón ",0
@marianoobarrio  qué te pasa q estas tan furioso con MM.  Vas de candidato con alguien? Me acuerdo cuando criticabas  a Brancatelli...,0
@MoyShasta ahh ya me había espantado!,0
Quiero ir a Queretaro a las librerias gigantes y geniales. ,1
Aléjense de los buenos ciudadanos feligreses del optimismo neoliberal. No necesitan esa clase de negatividad en su vida.,0
me parece bastante incómodo que me guste alguien porque sé que eventualmente no voy a querer que me guste y la voy a cagar,0
Por que no me habia dado cuenta que tengo público mis publicaciones de fb?😤😤😤😨,1
La peor entrada en lo que va de año #ironía,0
La última fotografía que me quedaba de ti ayer con melancolía y con rabia la rompi,0
"Mientras mas triste sea tu hi|toria, mas fuerte debe ser tu sonrisa...",1
@di2nog contame después que tal 😩 ,1
"@DanielaBlume tía, como coño convenzo a mi madre pa que me deje ir a verte, ¿me enfado y no respiro? 😥",0
"@stevenarce Minicooper, q pena, le quedamos debiendo unito.",0
Me carga que la familia aparezca solo cuando pasa algo grave 😒,0
"La vieja loca me pregunto si tenia biblia en mi casa. Le dije que no, y anoto mi nombre en una libreta y donde vivo. ",0
Hoy siento mucho cansancio pero son mas mis ganas de realizar mis sueños que mi pereza. 😎😏🤗,1
todo aclarado ya por suerte ,1
siempre que cocino algo le mando fotos re emocionada seguro está re podrido,1
@tiffspeak Todo saldra bien. Nos ira bien hah (:,1
¡Feliz día del amigo!,1
"acabo de perder el partido de truco más áspero de mi vida, es lo más emocionante que me pasó en la semana",1
HIJO DE TU REPUTISIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender a su mama no la conozco es solamente una expresión de odio así el,0
"Si planta una semilla de amistad, rmcognra un ramo de felicidad",1
"Y con mucho gusto lo rompería, con mucho gusto rompería mi corazón por ti.",1
@metz95 mis papás prefieren eso a que tenga que ir a CEM + clases en línea porque mínimo allá tomaría clases todos los días 🙁 tú qué harás?,1
"Mi hermana es el mejor ser humano de este planeta, la amo mucho 😭",1
"Y al final, terminar cansado de tanto luchar.. ",0
Es una gilipollez y me da igual pero tócate los cojones que se me cuelen viejas en el bus cuando luego son las primeras en quejarse #RABIA,0
"Nunca he podido votar que España sea una república o la eutanasia sea legal, pero ahora resulta que a #Cataluña no le dejan opinar. #ironía",0
Que bronca culiado ,0
"Como me está gustando mi vida loco, porqué no me pasó esto antes. Que hermoso año 😀",1
"De quien es este numero (833)3931767 marcaron haciendo una broma telefónica, RT hasta que salga la bromista.",1
@JCamiloRo Así de miedoso parezco?,0
@f85a2c19162a4cd @NituPerez Necesitamos realidades!!! Sino va a ser realista callase!!! ,0
@DebRyanShow #Rayito @DebRyanShow  tu crees que ya nadie va à querer los iPhone 7 jajajaja eres chistoso (OK no),1
@Daii_Tsubasa21 cuando vos puedas y nosotras tambien osea 1000años ,0
bue es que son re carrots y me da rabia que no quieran cambiar ay que linda gracias vos igual me caes re bien,1
@pablo_antik Yo creí en Bordón y en Chacho.  Uno perdió primero y otro traicionó a su presidente.  House of cards un poroto...,1
Jajajajaj que indignación en Twitter ayer no?,1
"Que divertido, verdad?",1
"frases de miercoles en jueves: ""no hay nostalgia peor que añorar lo que nunca jamás sucedió""   Joaquin Sabina",0
"Me pone super nerviosa que se queden mirándome, me río como estúpida",1
No puedo estar acostado con el celular! Me duelen los brazos ,0
Iba a hacer un comentario mamón pero mejor no. Ya dije que ya no seré taaaaaaan culero ,1
@Cervantesclau Satisfecha ? Mmmm me haces pensar que andas fuera de México 🇲🇽 🤔🤔🤔🤔,1
Está más hermoso que nunca.. 😍 Eso me da más indignación ahre,1
@CristinaEnAlfa  Jajajajajaja estaría genial,1
Valoren a sus abuelos que son lo mejor que tienen en la vida. Se los dice alguien que perdió su abuela hace 6 horas,0
"Y además, en aquella oscuridad candente había gusanos. —¿Lombrices de tierra? —preguntó con el ceño fruncido.",0
A la gente la sinceridad la mata y a mi lamentablemente para ellos me encanta.,1
En 3horas se supone que me tengo que despertar. Que Lunes largo me espera ,0
"La rabia y  rencor no llevan a nada, simplemente destruyen el alma y el corazón.",0
Dormirse y tener una pesadilla. Dale luni vamos bien,0
"@Ritalin_P si tiene win10, está de moda esa pantallita ",1
No entiendo porque me quieres echar la culpa de todo 😭,0
@Marifergarvi Vengo a mi casa en villa  y mi mama se va de viaje ,0
"@brizuela27_cone @v_rgzz Es una satisfacción verte jugar de nuevo. Muy bien cone, con todo !!!",1
Llevo como dos días en mood de tristeza 😭,0
Que demás estar cansado igual,0
@IrvingPineda @magdiuxb Gracias! Que fuerte. ,1
"soy rubén rabioso y estoy muerto hace 28472838 años, si no me crees búscame en google",1
"@KeseckerEthan @nooragalloway En serio Ethan, te mueres por Noora, nos odias a mí y a las alphas o qué?",1
Estoy yo mas preocupada porque mi mejor amiga aprueba la previa que ella misma,1
"Si fuera por mi seguiría viendo todos los capitulos, pero si sigo mirando no me levanta ni una grua. 😟",0
Mi wpp más abandonado que nunca... Pero al menos hablan en el grupo del cumple de Mateo 😂,1
Nunca nadie me hizo tanto berrinche por teléfono 😕 yo no quiero imaginarme a ese sujeto de novio porque aullo como perro callejero a las 5AM,0
Llegue al punto que ni enojo me causan las cosas. Claramente ni ai estoy 💆🏽 0 importancia,0
Cuando tengo tan buen genio siento que algo muy malo va a pasarme. ,0
Me perdí culpa de DNI Culiado locoo y mi inrresponsabilidad ,0
@Stanaholic Muy atrapante la historia ,1
Tengo que ir a trabajar y se hizo de noche. ,0
"Soy cansancio, sueño y pereza, mqm.",1
"@hipocratesmcbo No obstante el peligro que corres,  por el vandalismo. Mejor el Avión.",1
@vanedesantiago Aparte en invierno siento como que no disfrutas por frío intenso ☹️y en otoño está lindo y agradable,1
"@Muzskatolista Lo digo porque a la peña se la sopla si es para ofender o no, lo van a hacer igual xd",0
@ZelayaAlej97 Jajajaja junto con vos si bebe ,1
les juro que estoy re mil indignada,0
Solo por esta noche te espero así  😢,0
Nunca había estado tan ansiosa de arreglarme las uñas,1
Siempre que me quiero bañar entran al baño ,0
@fadehumans vos estas drogado y no es pregunta CASI ME MUERO OK no es gracioso,0
@Loladiani Jajaja seguro era por eso! ,1
Llevo casi 7 horas sin internet de hogar de @kolbi_cr . Espero que me rebajen de la factura las horas sin servicio ( #sarcasmo ),0
Soy dichoso 😌😂,1
"@iPxdfoot —no era sorpresa, recordó haber regresado de la biblioteca con Lily, Marlene, incluso Severus iba con ellos pero se mantenía—",1
aparte creo q lo dijo en serio ajajajajajajajajajajjajaajja pero fue muy gracioso,1
@OscarSe46809331 @MasterChefMx Eso eso eso  ya que la saquen y se valla a su pueblo a llorar ,0
Terrible mal humor tengo,0
"Primera vez que entro en una cárcel, estoy entre asustado y emocionado",1
Corea del norte lanzando misiles ,0
Hace tres años en el hipico me tome una Foto con un desconocido y hoy me doy cuenta que me escribió para mandarme la foto ,1
"En serio que me pase con las pizzas que hice, mis amigas tienen que amarme",1
Por qué les gustan los bras con figuritas y no lisos de un solo color? 😢,0
"@RaulPenaranda1 @JuanMiguelCoimb En la pelea de LInera con tuto y Meza, voy por tuto y Meza,por que el licenciado es desquiciado",0
@CarmenMaciel7u7 ¿Jalas o qué? 😏 Hay que ir a ver la peli del spaguetti ,1
No serviré a Dios como un obrero a la espera de mi salario. #sufismo #rabia #dios,0
@DeportesTVC y la inquietud mas profunda que contesto Pinto fue la de @GONZALOCARIAS. Con unos proyectiles se le puede hacer daño 😪😪 triste.,0
@Fhuzer @lollapaloozacl Que nervios!! 3 días de conciertos 😆,1
"Estoy enfadada y odio a todo el mundo,  por qué simplemente no me puede dar igual",0
"@MaraC16 @SinEmbargoMX @pedrocantue De acuerdo. Pero no quise caer en la tentación. Ejemplos abundan, tristemente.",0
mi voz es horrible T^T,0
"@nytimesES @GustavoDudamel Por fin, un músico brillante se pronuncia por lo que ocurre En su país!",1
no me voy a meter en el bardo me siento orgullosa de ariana y se todo lo q hace para dejar el odio de lado pero le gusta la pija ahre,1
@sical30 Un pato 🦆 que va cantando alegremente cuá cuá 🎤,1
@Jomuvaz no me hagas llorar a estas horas joder,0
Porque todos me dicen *espero que cuides el celular*? Rompi varios pero no tengo 8años🙃...para que me anden diciendo cada rato 😑,0
mi venganza ya está hecha but ahora me siento mal,0
#JaryTrendy @Jaryoficial  #KCAMexico    Tu sonrisa me hace enloquecer 🎶,1
"@Drop_thegame jajaja tómalo como una enseñanza, te podrán asustar pero nunca matar, así que no hay de que preocuparse (?)",1
"Desde q me vine de lo romi estoy buscando formas de alejar la desgracia y mala suerte y no  encuentro nada, será posible",1
Si se les nota un montón la tristeza por el fallecimiento de #Hiromi 👎 #sarcasmo @Ventaneando13,0
@Pamelalalalalal @pamelalal Feliz día. Estoy pronto a iniciar un programa de radio. Tendrás novedades pronto pero pronto en serio.,1
@Camila_Cabello estoy muy orgullosa lpm,1
"12 de julio del 2017, azul hace berrinche y decide salirse de la carrera de diseño porque no le salen sus cartelitos para su banda.",0
@DebRyanShow #Rayito Jajajajajaja alegría quizá,1
"@zacrobinsonff @maftdaddario Es de broma, jamás me enojo con él siempre nos estamos cogiendo en dm",1
"@tcxicgxng « prácticamente nada por la oscuridad antes de levantar la mirada de nuevo.   — No, no tienes suerte. Es..— Negó con la cabeza »",0
"@Roycontrol @Fabio_DPT @MiaMoreta Igual es una pena, por la cabeza pasan muchas cosas y cada quien tiene sus ángeles y demonios. RIP.",0
@TownGamePlay Necesito tu abrazo ya. ,1
"Terrible playlist se armó el Mesa, lo banco",0
@soyflori es re gracioso porque te conocí cuando me pediste los datos SALIENDO DE KRAVI y ahora escuchas slb ahre te quiero,1
@TheGotzReport (Ahora caigo que no hablabas de minitah. #Tristeza.),0
"Porque soy muy llorona, 😭😭😭 ay Dios, 😭😭😭😭 pero q lindo ver como la apoyan, 😍😭😭😭😭😭ya q acabe esta tormenta, q intensa por Dios soy 😭😭😭😭",1
@__isakyaki__ —Acarició sus cabellos cuidadosamente.— ¿Feliz? ¿Por qué? Todo bien conmigo mi vida.,1
"Esta noche me ha picado un mosquito en una teta, estoy enfadada.",0
@ju4nkhalifa Igual sigo.indignada,0
Guayaquil está más oscuro que mi corazón.,0
Ya sé por qué es que no veo películas de terror. #asustada #hoynilocaduermosola #mevilapeliculasoloparacomplaceramisamigas,0
Desde Córdoba... SÍ SE PUEDE!!! el cambio se nota a pesar de los q quieren denostarlo!!! Vamos adelante!!!!  @JuntosPorVos @mauriciomacri,1
@daanielacch Necesito que estés aquí en mi casita otra vez ya ,1
"@EvieSd_ @Alien_Waldorf Eres una chica divertida, cállate.",1
@juani_alleva @Guille_Cejas15 es q vi algo tan gracioso q tuve q contestar,1
"Sospecho de Judas Iscariote con una oreo envenenada, en Coyoacán, México",0
"¡¡Feliz día del amigo, bebés!! @lastkxng @ersophun @RogersK133 @g0ddxmn @AlxckK @naemoseup y a esas personitas que quedaron en facebook.",1
Gastar dinero es un gusto; no es un dinero perdido,1
@francontreras_7 Tengo una sospecha 😉,1
"Sí, odio trabajar en equipo, aquí sólo uno de cada tres trabaja, los demás sólo estorban y entorpecen todo #enojada",0
"@zarolivier No! Neta, cero amargada :(",0
"@heavydrjosh  Ay, Sof tu eres súper especial, siempre nos reímos de estupideces, es lindo y agradable. Musho loff <tres",1
Lpm q es este enojo?,0
"@ThunderKiiwi Aquí la ofendida eres tú guapa,que has ido a decir algo",0
Otra vez la misma historia. Hagan cárceles es 2 señoras ni queriendo podrán controlar la furia y el hambre del pueblo.,0
